name,visit
Saint-John Perse,1583
Abu Muslim,1583
Maurice Béjart,1582
André Citroën,1581
Nicolas Boileau-Despréaux,1581
Eveline Widmer-Schlumpf,1578
Humberto de Alencar Castelo Branco,1576
Emilio G. Segrè,1576
Gustav Heinemann,1576
Giovanni Schiaparelli,1575
Antigonus II Gonatas,1575
Muawiya II,1574
Clodio,1573
Pär Lagerkvist,1573
Pope Silverius,1571
Ivan I of Russia,1570
Friedrich Carl von Savigny,1570
Pope Paschal II,1569
Quintus Curtius Rufus,1568
Pope Stephen VI,1567
Peter Mansfield,1566
Harry Mulisch,1566
Tomáš Hübschman,1566
Ramesses VI,1566
Johann Ludwig Tieck,1565
Pope Benedict XI,1564
Ansgar,1563
George Arliss,1563
Chris Brown,1563
Amilcare Ponchielli,1561
Věra Čáslavská,1560
Pope Sixtus III,1560
Ivan Basso,1560
Heinrich Lübke,1559
Pope John II,1559
Lucie Šafářová,1558
Kim Gu,1557
Mahmoud Jibril,1557
Jan Kochanowski,1556
Asparukh of Bulgaria,1556
Andrey Vyshinsky,1555
Tokhtamysh,1555
Aleksei Berezoutski,1554
Tiberius II Constantine,1554
Álvaro Colom,1552
Tibullus,1551
Brian David Josephson,1550
Otto Stern,1549
Theodore Schultz,1548
Othniel Charles Marsh,1548
Romanos IV,1546
Sergey Stanishev,1545
Juliusz Słowacki,1544
Avignon Pope Benedict XIII,1542
Nathalie Sarraute,1542
Thomas Johansson,1541
Paul J. Crutzen,1541
Pietro Metastasio,1540
Jarkko Nieminen,1540
Miguel Najdorf,1538
Eduardo Duhalde,1538
Wu Cheng'en,1537
Anote Tong,1537
Charles Lucien Bonaparte,1535
Basiliscus,1535
Glycerius,1534
Ivan Franko,1533
Olybrius,1531
Janica Kostelić,1530
Michael IV the Paphlagonian,1530
Astyages,1530
Artaxerxes II of Persia,1528
Edmondo De Amicis,1528
Ferdinand I of Romania,1527
Hans Krankl,1527
Marcel Dassault,1527
Pietro Lorenzetti,1527
Emmerich Kalman,1526
Ptolemy III Euergetes,1525
Anthemius of Tralles,1522
Boris I of Bulgaria,1519
John James Richard Macleod,1518
Émile Lahoud,1518
Theodoric I,1517
Gaël Givet,1517
Vincent Auriol,1515
Abbas II of Egypt,1513
Zeami Motokiyo,1512
Gustav Ludwig Hertz,1512
Pope Celestine I,1510
Josef Masopust,1510
Alan Lloyd Hodgkin,1509
Jean Buridan,1508
Varlam Shalamov,1507
Philippe Gilbert,1506
Pope Urban III,1506
Richard Kuhn,1505
Clemens Maria Wenzeslaus von Brentano,1505
Petrus Canisius,1504
Jan Železný,1504
Percy Williams Bridgman,1503
Tabaré Vázquez,1502
John Edward Gray,1502
Pope Innocent VI,1500
Tsvetana Pironkova,1499
Patrick Hillery,1498
Baldwin Spencer,1495
Nathalia Dill,1495
Pope Felix III,1494
Jan Łukasiewicz,1494
Cambyses I of Anshan,1492
Nicolae Timofti,1492
John V Palaiologos,1491
Gaspard-Gustave Coriolis,1491
Béla III of Hungary,1490
João Baptista de Oliveira Figueiredo,1490
Peter I of Portugal,1489
Pope Innocent VII,1488
Pope Sergius III,1486
Pachomius,1485
Dmitry Donskoy,1485
Philip of Swabia,1485
Paul Greengard,1484
Domenico Cimarosa,1484
Askar Akayev,1484
Gordian I,1482
Pope Marcellinus,1482
Malena Ernman,1480
Pomponius Mela,1480
Carl Ditters von Dittersdorf,1479
Olexandr Dovzhenko,1479
Maurice Allais,1479
Peter II of Portugal,1478
Kirsty Coventry,1478
Eric IX of Sweden,1477
Valery Leontyev,1477
Pope Mark,1477
Gottfried Keller,1477
Kostas Karamanlis,1477
Nikephoros I,1477
Richard R. Ernst,1476
Pope Marcellus I,1476
Pope Felix I,1475
Laurent Schwartz,1474
Fränk Schleck,1474
Amon of Judah,1473
Girma Wolde-Giorgis,1473
Tage Erlander,1471
Mary,1471
Vladislaus II of Bohemia and Hungary,1471
Totila,1468
Ptolemy VIII Physcon,1468
Luís I of Portugal,1467
Clemens Fritz,1467
Hans Christian Gram,1466
Hippolyte Fizeau,1466
Pope Gregory VIII,1465
Edward Victor Appleton,1463
Antonín Novotný,1463
Aleksandr Anyukov,1462
Rene Krhin,1459
Constans II,1458
Aratus,1457
Xavier Malisse,1456
Adam de la Halle,1456
Alboin,1453
Victor Amadeus II of Sardinia,1451
Ptolemy IV Philopator,1451
Christian Morgenstern,1451
Ramón del Valle-Inclán,1447
Carl Ritter,1446
Alfonso II of Aragon,1446
Frederick Hopkins,1446
Karl Friedrich Abel,1445
Vicente Blasco Ibáñez,1445
Vojislav Koštunica,1445
Frits Zernike,1444
Nur ad-Din,1443
Robert Edwards,1443
Étienne Geoffroy Saint-Hilaire,1442
Thor Hushovd,1442
Pope Boniface VI,1442
Bahram V,1442
Constantine X,1440
Klaus von Klitzing,1439
Joseph L. Goldstein,1439
Bakili Muluzi,1438
Luis Federico Leloir,1437
Fernando Belaúnde Terry,1436
Stefka Kostadinova,1434
Seán O'Casey,1433
Bacchylides,1433
Wim Duisenberg,1432
Daniel C. Tsui,1431
Yuri Nikulin,1430
Hayato Ikeda,1429
Pippin of Landen,1429
Pope Urban IV,1428
Heinrich Rohrer,1428
Pope John X,1427
Andronikos II Palaiologos,1426
Carlo Maderno,1423
Pío Baroja,1422
Yves Leterme,1421
Robert Downey Jr.,1421
Constantine IX Monomachos,1421
Hermann Staudinger,1421
Pope Felix IV,1420
Pope Celestine IV,1420
Michel Rocard,1419
Jan Neruda,1419
Romanos II,1418
Karl Ziegler,1418
Poul Nyrup Rasmussen,1417
Nikolai Podgorny,1416
William Daniel Phillips,1416
Yuriy Luzhkov,1415
Al-Battani,1415
Baruch Samuel Blumberg,1414
Tatian,1413
Polycrates,1413
Willard Boyle,1412
Vasily Zhukovsky,1412
John Couch Adams,1412
Fuzûlî,1411
Władysław Reymont,1409
Xenocrates,1408
Karl Briullov,1406
Giuseppe Torelli,1405
Baruj Benacerraf,1405
"Louis II, Holy Roman Emperor",1405
Roza Otunbayeva,1404
Nichi Vendola,1403
Pope Anastasius I,1403
Robert S. Mulliken,1402
Kalomoira Saranti,1402
Simon Busk Poulsen,1401
Cédric Carrasso,1399
Chilperic I,1397
Alan J. Heeger,1397
Vladimir Voronin,1396
Andreas Ottl,1396
Kārlis Ulmanis,1395
Spiridon Louis,1394
Pope Nicholas II,1394
Émile Borel,1392
Pope Callixtus II,1391
Pope Leo IV,1391
Henri Barbusse,1391
Valdis Zatlers,1390
Aulus Gellius,1389
Christopher A. Sims,1387
Aleksandr Lebed,1387
Renato Dulbecco,1386
Arses of Persia,1384
Nils Gustaf Dalén,1383
Pierre Jules César Janssen,1383
Leo Franco,1383
John Charles Polanyi,1383
Valdemar I of Denmark,1382
Pope Eusebius,1382
Vladimir Prelog,1381
Zengi,1381
Harry Martinson,1381
Nigar Jamal,1380
Lucius Aemilius Paulus Macedonicus,1380
James Meade,1379
Wilson Kipketer,1379
Pope Gregory IV,1378
Giuliano Amato,1377
Herbert C. Brown,1376
David Dacko,1376
Ladislas the Posthumous,1375
Pope Caius,1375
Ignacy Łukasiewicz,1374
Huáscar,1374
Louis Alexandre Berthier,1374
Jaap de Hoop Scheffer,1373
Denis of Portugal,1373
"Gladwyn Jebb, 1st Baron Gladwyn",1373
Pope Lucius III,1372
René Coty,1369
Justo Villar,1367
Clotaire II,1367
Allan McLeod Cormack,1367
Zalman Shazar,1366
Giovanni Paisiello,1366
Sancho I of Portugal,1366
Alexandr Griboyedov,1365
Clinton Davisson,1365
Mariano José de Larra,1364
Carla Del Ponte,1364
Pope Gregory II,1364
Frederick Reines,1364
Pope Victor III,1364
George Wald,1363
Pierre Louis Maupertuis,1362
Georges Dumézil,1362
Antanas Smetona,1362
Arvid Carlsson,1362
Daniel McFadden,1362
Władysław I the Elbow-high,1361
Antonio Tabucchi,1359
Richard F. Heck,1359
John Mott,1358
Giovanni Battista Sammartini,1358
Johann Ludwig Burckhardt,1357
Decimius Magnus Ausonius,1356
William Baffin,1356
"Martin Luther King, Jr.",1356
Antiochus II Theos,1356
Vytautas Landsbergis,1353
François Bayrou,1353
Nikolai Nikolaevich Yudenich,1351
Yannis Ritsos,1350
Avram Hershko,1349
Robert Kocharian,1349
Pope Nicholas IV,1349
Sahure,1348
Andronikos III Palaiologos,1347
Petr Jiráček,1347
Pope Simplicius,1345
Wilhelm Hauff,1344
Theophanes the Confessor,1343
Pope Boniface IV,1341
Fyodor Tyutchev,1339
Kubrat,1339
Václav Pilař,1337
August Wilhelm von Schlegel,1336
‘Abdu’l-Hamid I,1335
Stanisław Moniuszko,1333
Charles Thomson Rees Wilson,1332
Sekhemkhet,1332
K. Barry Sharpless,1332
Surayud Chulanont,1332
Cristian Riveros,1331
Pope Leo VIII,1329
Tomáš Sivok,1329
Antonio Saca,1328
Pope Adrian V,1328
Manfred Eigen,1328
Frank-Walter Steinmeier,1328
Frank Lloyd,1325
Lee Jung-Soo,1324
Milan Stanković,1323
Gerhard Herzberg,1323
Karl Carstens,1322
John E. Walker,1321
Edson Braafheid,1321
Goran Hadžić,1319
Leonid Andreyev,1316
Jonas Björkman,1316
Vicente Aleixandre,1315
Salvatore Quasimodo,1315
"Berengar I of Italy, Holy Roman Emperor",1314
Louis Le Vau,1313
Theodor Storm,1313
Pope Boniface II,1312
Andrea del Castagno,1312
Yoshiro Mori,1312
Oskar Lafontaine,1311
Childebert I,1311
Umberto Nobile,1311
Syagrius,1310
Walther Bothe,1310
Jacques Chaban-Delmas,1309
Livius Andronicus,1309
Pope Celestine III,1309
Bettina von Arnim,1308
Michaël Llodra,1308
Anatoly Timofeevich Fomenko,1308
Anna Maria Jopek,1306
Vasily Blyukher,1305
Francesco Bartolomeo Rastrelli,1304
Branislav Nušić,1304
Valdemar IV Atterdag of Denmark,1304
Pope Martin IV,1303
Günter Blobel,1300
Paul Flory,1300
Pope Agapetus I,1299
Richard J. Roberts,1299
Alizé Cornet,1298
Mathieu Kérékou,1298
Sancho III of Navarre,1297
Lothair of France,1297
Rodney Robert Porter,1297
Giuseppe Piazzi,1296
Ptolemy VI Philometor,1296
Victor Grignard,1294
Simon Ammann,1294
Pierre Bérégovoy,1294
Pope Boniface III,1293
Jean-Marie Lehn,1293
Henry Taube,1292
Al Oerter,1292
Siim Kallas,1291
Pope Gregory V,1291
Étienne-Jacques-Joseph-Alexandre MacDonald,1289
Yi So-yeon,1289
Subhash Kak,1288
Choe Gyuha,1288
Shahar Pe'er,1287
John L. Hall,1287
Albert I of Germany,1286
Ambroise Thomas,1286
Constantine VI,1285
Julius Wagner-Jauregg,1285
Paul Doumer,1284
Hjalmar Branting,1283
Ivars Godmanis,1283
Charles Robert Richet,1282
René van de Kerkhof,1282
Pope Pelagius II,1282
Robert Doornbos,1281
Conrad IV of Germany,1280
Willis Lamb,1280
Jacques Santer,1278
Pepi I Meryre,1276
Bonaventura Cavalieri,1274
Pope Sergius I,1274
Michael II,1274
Baldassare Galuppi,1273
William Vickrey,1273
Pope Leo II,1273
Jimmy Jump,1272
George Papandreou,1270
Aleksey Konstantinovich Tolstoy,1270
Christijan Albers,1270
Pope Paul I,1269
Thomas Kahlenberg,1269
Giuliano de' Medici,1268
Vissarion Belinsky,1267
Gerard Debreu,1266
Anna Seghers,1266
Arto Paasilinna,1265
Arnaut Daniel,1265
José de Espronceda,1264
Johann Adolph Hasse,1264
Franz Grillparzer,1263
Postumus,1263
Pope Benedict I,1261
Alois Senefelder,1259
John Kendrew,1258
Pope Benedict VIII,1258
Julius Axelrod,1258
Craterus,1257
Elsa Morante,1257
Pastora Soler,1256
Hans Holbein the Elder,1254
"Odo, Count of Paris",1253
Carlos Saavedra Lamas,1251
Malietoa Tanumafili II of Samoa,1250
Philipp Kohlschreiber,1250
Pope Benedict V,1249
Alexios V,1249
Mieszko II Lambert,1247
Paul D. Boyer,1247
Michelozzo,1247
Thomas Morgenstern,1247
Eva Rivas,1246
Afonso IV of Portugal,1245
Venceslaus II of Bohemia,1245
César Milstein,1245
Gabriel Narutowicz,1245
Mithridates I of Parthia,1245
J. Michael Bishop,1245
Kurt Wüthrich,1243
Hans Sachs,1242
Giulio Natta,1241
Roderick MacKinnon,1241
Mikhail Fradkov,1240
Franz Berwald,1238
Jaroslav Seifert,1236
Ryszard Kaczorowski,1235
Mohamed Ghannouchi,1235
Denzil Douglas,1233
Sextus Julius Frontinus,1233
Leo V the Armenian,1233
Hans Egede,1231
Maciej Żurawski,1228
Johann Christoph Friedrich Bach,1227
Gjorgje Ivanov,1227
Hendrick Avercamp,1227
Archibald Hill,1226
Ferdinand I of León,1226
Édith Cresson,1225
Albrecht Kossel,1225
Pope Lucius I,1225
Joost van den Vondel,1223
Gilles Binchois,1223
Ertuğrul,1223
Juan Mónaco,1222
Frédéric Mistral,1221
Emil Constantinescu,1221
Hans Luther,1220
Jacinto Benavente,1219
Pope Benedict VI,1218
Nikolai Alekseevich Nekrasov,1217
Ptolemy XIV of Egypt,1217
André Ooijer,1217
Lucien Febvre,1216
Pope Agatho,1216
Henri La Fontaine,1215
Khaba,1214
Mikhail Kasyanov,1214
Ossip Zadkine,1213
Abd Al-Rahman Al Sufi,1213
Claude Joseph Rouget de Lisle,1211
Maximinus Daia,1211
Pope John XIII,1210
Niamh Kavanagh,1210
Darius II of Persia,1210
Artur Rasizade,1210
Alexios II Komnenos,1207
Pope Sisinnius,1207
Vasily Perov,1205
Pope Zosimus,1205
Kirill Meretskov,1205
Alan MacDiarmid,1205
Luigi Einaudi,1204
Bolesław III Wrymouth,1204
Pope John XI,1204
Festus Mogae,1201
Edward B. Lewis,1201
Wolfgang Paul,1201
Simon van der Meer,1200
William Alfred Fowler,1200
Pope Clement III,1199
Joseph Liouville,1198
Peter Simon Pallas,1197
Guillermo Stábile,1195
Marcellin Berthelot,1194
Arpachshad,1193
Mikael Agricola,1193
Lennart Meri,1193
Yuri Dolgorukiy,1192
Georg von Békésy,1190
Jürgen Melzer,1190
Christian Goldbach,1189
Alfred Brehm,1189
Lúcio Costa,1189
John Zápolya,1187
Taufa'ahau Tupou IV,1187
Juho Kusti Paasikivi,1187
Leo IV the Khazar,1186
Semerkhet,1186
Tjalling Koopmans,1185
Gemistus Pletho,1185
Louis III of France,1185
Toshihide Maskawa,1184
Carlos Sastre,1184
Pope John III,1183
Wenceslaus III of Bohemia,1183
Roger Myerson,1182
Max Theiler,1181
Emily Greene Balch,1181
Emil Theodor Kocher,1180
Nikolai Fyodorovich Vatutin,1179
Bertram Brockhouse,1179
Moussa Dadis Camara,1178
Ahaziah of Judah,1178
Leo I,1178
Jorge Sampaio,1177
Alexandre Millerand,1176
Ingólfur Arnarson,1175
Koichi Tanaka,1174
Alcman,1174
Giovanni Alfonso Borelli,1174
"Amadeus VIII, Duke of Savoy",1174
Dwight F. Davis,1173
Amintore Fanfani,1173
Attila József,1172
Pavel Alekseyevich Cherenkov,1172
Ferdinand von Lindemann,1171
Desiderius,1171
Reynaldo Bignone,1169
Umberto Giordano,1167
John Hasbrouck van Vleck,1167
Kaia Kanepi,1167
Chadli Bendjedid,1167
Flórián Albert,1167
Massimo Busacca,1166
Paul Hermann Müller,1166
Carneades,1165
Toğrül,1165
Jean-Baptiste Biot,1165
E. Donnall Thomas,1164
Ludmila Gurchenko,1164
Roger Guerreiro,1163
Valentina Matviyenko,1162
Yun Bo-seon,1162
Henry Hallett Dale,1161
Pope Innocent V,1159
Edmond H. Fischer,1159
Arthur Leonard Schawlow,1159
Violetta Villas,1157
Jadranka Kosor,1157
Cyrus I of Anshan,1157
Adolf Erik Nordenskiöld,1155
Gustav Meyrink,1155
Pope Boniface I,1154
Pope Vitalian,1154
Jens Nowotny,1153
Ryoji Noyori,1153
Pope Stephen IX,1153
Filip Vujanović,1152
Edwin McMillan,1151
Nguyễn Minh Triết,1151
Wouter Weylandt,1149
Thomas A. Steitz,1149
Konstantinos Chalkias,1149
Nevill Francis Mott,1145
Rupiah Banda,1143
Isaac I Komnenos,1142
Lars Ahlfors,1141
Alexios IV Angelos,1140
Ferenc Gyurcsány,1140
Patty Schnyder,1140
Prince,1140
Christiaan Eijkman,1139
Pope Theodore II,1139
Jigme Dorji Wangchuck,1139
Michael V,1138
Pope Adeodatus I,1136
Malik Shah I,1135
Pope Victor II,1133
Sergey Mikhalkov,1133
Nikolay Basov,1133
Emílio Garrastazu Médici,1132
Pope Honorius II,1132
Apollodorus,1128
Lawrence Gonzi,1128
Erwin Neher,1128
Pope-elect Stephen,1127
Pope Donus,1127
Sakon Yamamoto,1127
Matti Vanhanen,1126
Bernard Katz,1124
Claude Berri,1123
Anders Jonas Ångström,1123
Aleksandr Ivanovich Pokryshkin,1121
Pope Theodore I,1121
Userkaf,1121
Pope Paschal I,1120
Pope Sergius II,1120
Hamilton O. Smith,1120
Kaloyan of Bulgaria,1117
Ferhat Abbas,1117
Niels Gade,1116
Werner Arber,1116
Ctesias,1116
William Lipscomb,1113
Petr Nečas,1112
Augusto Roa Bastos,1112
Hovhannes Baghramian,1111
Shavkat Mirziyayev,1110
Edmund Stoiber,1110
Alexander Prokhorov,1109
Sylvanus Olympio,1109
Anatoliy Vasilievich Lunacharsky,1109
Ernst Kummer,1107
Valery Chkalov,1105
Cornelius Nepos,1104
Hotepsekhemwy,1104
Octave Mirbeau,1104
Martin Ryle,1102
Frank Sherwood Rowland,1102
Abolhassan Banisadr,1101
Amaziah of Judah,1100
Alexios III Angelos,1098
Cleopatra I of Egypt,1098
Pope John XIX,1098
Douglas D. Osheroff,1098
Charles Augustin Sainte-Beuve,1096
Pope John V,1096
Santiago Carrillo,1096
Constantius III,1095
Sebastian Prödl,1094
Pope Eutychian,1093
Bertil Ohlin,1092
Carlos Gamarra,1092
Nebojša Radmanović,1091
Dimitris Christofias,1091
Ferdinand I of Portugal,1090
Andrea Gabrieli,1088
Gaston Doumergue,1088
Victor Amadeus III of Sardinia,1087
John III Doukas Vatatzes,1085
Lansana Conté,1084
Louis the Child,1084
Peter Naur,1084
Enzo Bearzot,1084
Willy van de Kerkhof,1083
Lys Assia,1083
Pope Gelasius II,1082
Shoshenq I,1081
Gordon Bajnai,1080
Andreas Thorkildsen,1080
Ivar Aasen,1079
Tsai Ing-wen,1079
Federico Franco,1079
Alaric II,1078
Francis Peyton Rous,1078
Shepseskaf,1077
Hippias,1077
Pope Celestine II,1077
Theuderic III,1076
Prodicus,1075
Ludvík Svoboda,1074
Mikhail Chigorin,1073
Balthasar Neumann,1073
Clovis II,1071
"Wenceslaus, King of the Romans",1071
Kai Siegbahn,1070
Charles Louis Alphonse Laveran,1068
John Cornforth,1068
René Thom,1068
George Porter,1068
Pope Honorius IV,1066
Pope Damasus II,1066
Saskia van Uylenburg,1066
Charles Glover Barkla,1065
André Chénier,1065
Ismail Omar Guelleh,1064
Kavadh I,1064
Aden Abdullah Osman Daar,1064
Pope Benedict II,1064
Ejnar Hertzsprung,1062
Pope Adrian II,1061
Ataulf,1061
Adolf Butenandt,1061
Conrad I of Germany,1061
Pope John XV,1059
John Franklin Enders,1059
Scopas,1058
Michael Psellos,1058
Ptolemy Keraunos,1057
Vitaly Scherbo,1056
Pope Eugene I,1056
Ai Sugiyama,1056
Pulcheria,1055
Heraklonas,1054
Floriano Peixoto,1054
Dudley R. Herschbach,1054
Boris Shaposhnikov,1053
Vito Volterra,1051
Viktor Hambardzumyan,1051
Russell Alan Hulse,1051
Dale T. Mortensen,1051
Numerian,1050
Geoffrey Wilkinson,1049
Essam Sharaf,1048
Peter Abrahams,1047
Fra Bartolommeo,1045
Aleksandr Kuprin,1045
Charles VIII of Sweden,1044
Said Aouita,1044
Auguste de Marmont,1042
John VI Kantakouzenos,1042
Emperor Suizei,1042
Bamir Topi,1042
Konstantin Päts,1041
Pescennius Niger,1040
Kjell Magne Bondevik,1040
Pope Benedict III,1040
Grigoriy Ordzhonikidze,1039
Milan Kučan,1039
Katarina Srebotnik,1037
Balbinus,1035
Amenemhat II,1034
Demetrius I Soter,1032
Eumenes II,1032
Theodor W. Hänsch,1031
H. David Politzer,1030
Pope John IV,1030
Owen Chamberlain,1030
Pope Sabinian,1029
Leonid Gaidai,1029
Donald J. Cram,1028
Franz Bopp,1028
Koji Murofushi,1027
Henrik Pontoppidan,1026
Jehoram,1024
Victor Francis Hess,1023
Celal Bayar,1022
Safura Alizadeh,1022
Vittorio Alfieri,1022
Ignacy Mościcki,1021
Oscar Luigi Scalfaro,1021
Robert W. Holley,1020
Anerood Jugnauth,1019
Nikolai Trubetzkoy,1019
Hattusili III,1018
Clodius Albinus,1018
Pope John XIV,1018
Finn E. Kydland,1017
Dmitry Tursunov,1017
Pope Stephen III,1016
Vlad Filat,1016
Dayron Robles,1015
Alfonso García Robles,1015
Cleanthes,1014
Georg von Hertling,1014
Samuel Sánchez,1014
Verner von Heidenstam,1014
Andrey Voznesensky,1013
Michael Stuart Brown,1012
Ernst Otto Fischer,1011
Călin Popescu-Tăriceanu,1010
Seleucus IV Philopator,1010
Pope John VI,1010
Pope Adrian III,1009
Igor Andreev,1009
Jean-Victor Poncelet,1009
Pope Severinus,1007
Robert Curl,1007
Paul the Deacon,1007
Amalasuntha,1005
Manuel Pinto da Costa,1005
Atle Selberg,1004
Avidius Cassius,1004
Pope John XVII,1002
Okuma Shigenobu,1002
Bernardo Houssay,1002
Lyonpo Jigme Thinley,999
Ptolemy IX Lathyros,999
Adelbert von Chamisso,998
Pope Anastasius IV,998
Peter Grünberg,997
Pope Lucius II,997
Jean-Luc Dehaene,997
Kiro Gligorov,995
Pope Pelagius I,995
Alfred Kastler,992
Yelena Bonner,990
Geir Haarde,990
Christopher Clavius,990
Johan Gadolin,989
Pope John IX,987
Alexis Clairault,987
Giovanni Leone,986
Dmitri Torbinsky,985
H. Robert Horvitz,985
Daniel Nathans,985
Yasuhiro Yamashita,984
Friedrich August Kekulé von Stradonitz,983
Guntram,983
Paul Johann Ludwig von Heyse,983
Pope John VII,982
Tiglath-Pileser I,982
Jules Grévy,982
Eyvind Johnson,982
Friedrich Gottlieb Klopstock,981
Vincenzo Scamozzi,981
Alfred Moisiu,980
Costas Simitis,979
Lothair II of Lotharingia,978
James B. Sumner,977
Pope Leo V,975
Giacomo Barozzi da Vignola,972
Roberto Rosetti,972
Pope Stephen IV,970
Owen Willans Richardson,970
Saionji Kinmochi,970
Paul Deschanel,969
Ryutaro Hashimoto,967
Ingvar Carlsson,967
Alexander Grin,966
Kjetil André Aamodt,966
Alfred Hermann Fried,966
Henry Norris Russell,966
Alfred G. Gilman,965
Peter III of Portugal,964
Robert Coleman Richardson,964
José María Callejón Bueno,963
Vasily Sokolovsky,962
Pope Conon,962
Maurice Garin,961
Bronisław Geremek,959
Hans von Aachen,958
Haris Silajdžić,958
Bella Akhmadulina,958
Nambaryn Enkhbayar,957
Henry Way Kendall,957
Agathocles of Syracuse,956
Alexander Radishchev,955
Pope Clement II,954
Pierre Mauroy,953
Lazar of Serbia,953
Yves Chauvin,953
Andrey Korotayev,952
Willem Drees,948
Raymond Barre,947
Ahmed Nazif,947
Sigebert I,947
Jules Dumont d'Urville,947
Kajsa Bergqvist,947
Tupac Inca Yupanqui,945
Seleucus II Callinicus,944
Pope Agapetus II,943
Mikhail Saltykov-Shchedrin,943
Kazimierz Kuratowski,942
Kallikrates,941
Anabel Medina Garrigues,941
Janez Drnovšek,941
Markus Merk,940
Robert Huber,940
Iveta Radičová,940
Alcmaeon of Croton,939
John Robert Vane,939
Pope Stephen VII,938
Polykarp Kusch,936
François Tombalbaye,935
Harald II of Denmark,935
Thomas Klestil,934
Guy III of Spoleto,934
Emile Verhaeren,931
Pope Leo VI,931
Anedjib,931
Arsaces I of Parthia,930
Pope Boniface V,928
Kurt Alder,928
Alyona Bondarenko,928
Mirek Topolánek,927
Christoph Martin Wieland,927
"Alexander, Prince of Bulgaria",926
J. Hans D. Jensen,925
Michael VII,925
Massimo D'Alema,925
Johannes Vilhelm Jensen,924
William Randal Cremer,924
Louis Barthou,924
Guillermo Cañas,923
Albert Lebrun,923
Danilo Türk,922
Karl Manne Georg Siegbahn,922
Andrew I of Hungary,921
Derek Harold Richard Barton,920
Roger Martin du Gard,919
Afonso II of Portugal,918
Jules Bordet,918
Pherecydes of Syros,917
Johan Christian Fabricius,915
Jeanne III of Navarre,914
Pope Benedict VII,912
Raneb,910
Michel Debré,909
Leontios,909
Elias Lönnrot,908
Fyodor Tolbukhin,908
Alexander Balas,908
Lamberto Dini,907
Georg Michaelis,907
Frans Eemil Sillanpää,906
Jens Christian Skou,906
Irwin Rose,905
August Schleicher,905
Martín Torrijos,905
Pope John XVIII,904
Andrzej W. Schally,903
Ptolemy X Alexander I,902
Bert Sakmann,902
Maria Kaczyńska,902
Einar Gerhardsen,902
Ray Ewry,902
Levon Ter-Petrossian,901
Roger Guillemin,900
Andrew III of Hungary,899
Henri Troyat,899
Andrei Grechko,899
Gaspare Spontini,895
Luitzen Egbertus Jan Brouwer,895
Ivan Vladimirovich Michurin,895
Mehmet Ali Talat,894
Pope Anastasius III,894
Herennius Etruscus,891
Casimir I of Poland,891
Ilya Frank,891
Antiochus VII Sidetes,891
Georg Wittig,890
